,암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
752,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,민병원,21,병원,110000,서울,110024,강북구,,1171,"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",02-982-3114,,20080414,9,0,0,0,9,0,0,0,0,0,0,0,0,0,127.0272803,37.6226164
760,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,바로선병원,21,병원,110000,서울,110006,도봉구,,1397,"서울특별시 도봉구 도봉로 628, (창동, 바로선병원)",02-1666-5853,,20050516,18,0,0,0,18,0,0,0,0,0,0,0,0,0,127.0421237,37.6603375
769,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz,바른본병원,21,병원,110000,서울,110023,광진구,,4987,"서울특별시 광진구 천호대로 630, (능동)",02-1577-9844,,20111226,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0871436,37.5537921
784,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNjEjJDEjJDAjJDgz,방병원,21,병원,110000,서울,110022,노원구,,1861,"서울특별시 노원구 동일로 989, 1~9층 (공릉동)",02-1577-4447,,20051215,16,2,0,0,14,0,0,0,0,0,0,0,0,0,127.0750336,37.6184022
785,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,방화병원,21,병원,110000,서울,110003,강서구,,7604,"서울특별시 강서구 양천로 92, 지하1, 지상1~6층 층호 (방화동, 방화정형외과)",02-2666-7582,,20120720,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.814012,37.5732419
833,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjEyMjIjNTEjJDEjJDIjJDgz,비에비스나무병원,21,병원,110000,서울,110001,강남구,,6117,"서울특별시 강남구 논현로 627, 유현빌딩 지하2,1~9,12층 (논현동)",02-519-8800,,20080909,13,0,0,0,13,0,0,0,0,0,0,0,0,0,127.0324057,37.5095709
845,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,사랑플러스병원,21,병원,110000,서울,110002,강동구,,5295,"서울특별시 강동구 양재대로 1580, (명일동)",02-1661-9991,,20120803,18,0,0,0,18,0,0,0,0,0,0,0,0,0,127.1436234,37.5466916
857,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,삼성미래여성병원,21,병원,110000,서울,110005,구로구,,8342,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",02-2682-2100,,20120709,7,0,0,0,7,0,0,0,0,0,0,0,0,0,126.8404114,37.4912147
875,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,새길병원,21,병원,110000,서울,110013,영등포구,,7251,"서울특별시 영등포구 영중로 59, (영등포동6가)",02-1522-0075,,20151127,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.9046993,37.5216832
899,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,서울고든병원,21,병원,110000,서울,110003,강서구,,7552,"서울특별시 강서구 양천로 600, 파인블루빌딩 지하1,2,7,8,층 9,10호 (등촌동)",1670-0124,,20121010,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.8646913,37.5554814
907,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,서울라본병원,21,병원,110000,서울,110019,중랑구,,2178,"서울특별시 중랑구 망우로 476, (망우동)",02-2209-6677,,20080901,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.1050937,37.6003119
909,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEwMDIjODEjJDEjJDIjJDgz,서울바른세상병원,21,병원,110000,서울,110025,금천구,,8523,"서울특별시 금천구 시흥대로 421, (독산동, 건국빌딩)",02-2111-9700,,20151202,11,0,0,0,11,0,0,0,0,0,0,0,0,0,126.8977957,37.4712638
911,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,서울병원,21,병원,110000,서울,110015,은평구,,3397,"서울특별시 은평구 진흥로 191, (대조동)",02-357-9964,,20020625,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.9307507,37.608851
912,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,서울병원,21,병원,110000,서울,110018,송파구,,5700,"서울특별시 송파구 오금로 290, (가락동)",02-405-8500,,19980605,15,0,0,0,13,1,0,0,1,0,0,0,0,0,127.1247204,37.5039282
917,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,서울석병원,21,병원,110000,서울,110018,송파구,,5829,"서울특별시 송파구 송이로 148, (가락동)",02-403-7585,,20150121,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.1240445,37.4937452
920,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,서울송도병원,21,병원,110000,서울,110017,중구,,4597,"서울특별시 중구 다산로 78, (신당동, 송도병원)",02-2231-0900,,19940225,43,0,0,0,41,2,0,0,0,0,0,0,0,0,127.0082458,37.5513137
922,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,서울스타병원,21,병원,110000,서울,110003,강서구,,7632,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)",02-2604-9300,,20070823,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.8362212,37.5532563
929,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEyMjIjNjEjJDEjJDQjJDgz,서울양병원,21,병원,110000,서울,110002,강동구,,5356,"서울특별시 강동구 천호대로 1159, (길동)",02-480-8000,,20050228,18,0,0,0,17,0,0,0,1,0,0,0,0,0,127.1401353,37.5340876
935,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,서울연세병원,21,병원,110000,서울,110009,마포구,용강동,4159,"서울특별시 마포구 토정로 271, 대현빌딩 지하1층,지상2~6층 (용강동)",02-2293-7582,,20101006,7,0,0,0,7,0,0,0,0,0,0,0,0,0,126.9403129,37.5424658
940,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,서울유병원,21,병원,110000,서울,110024,강북구,,1205,"서울특별시 강북구 도봉로 77, 지하2층~지하1층, 3층~8층층 (미아동)",02-1670-8875,,20200828,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.0295679,37.6160691
943,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,서울재활병원,21,병원,110000,서울,110015,은평구,,3428,"서울특별시 은평구 갈현로11길 30, (구산동)",02-6020-3000,,19980421,7,0,0,0,7,0,0,0,0,0,0,0,0,0,126.9068531,37.6057782
946,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,서울척병원,21,병원,110000,서울,110012,성북구,,2729,"서울특별시 성북구 동소문로47길 8, (길음동)",02-940-2000,,20060608,31,0,0,0,31,0,0,0,0,0,0,0,0,0,127.0293037,37.6088446
953,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울특별시어린이병원,21,병원,110000,서울,110021,서초구,내곡동,6801,"서울특별시 서초구 헌릉로 260, (내곡동)",02-570-8000,,19780523,18,2,0,0,14,1,0,0,1,0,0,0,0,0,127.0689282,37.4557936
960,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,서울현대병원,21,병원,110000,서울,110024,강북구,,1056,"서울특별시 강북구 도봉로 374, (번동, 서울현대병원)",02-994-1156,,20100324,16,0,0,0,16,0,0,0,0,0,0,0,0,0,127.0285199,37.6402555
966,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,선수촌병원,21,병원,110000,서울,110018,송파구,,5556,"서울특별시 송파구 올림픽로 76, (잠실동)",02-1661-3379,,20130903,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.0792026,37.5115631
967,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,선한목자병원,21,병원,110000,서울,110001,강남구,,6132,"서울특별시 강남구 논현로 507, (역삼동, 성지하이츠3차빌딩 2층,3층일부)",02-557-1004,,20090901,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0361824,37.5015847
976,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjODEjJDEjJDYjJDgz,성북우리아이들병원,21,병원,110000,서울,110012,성북구,,2733,"서울특별시 성북구 동소문로46길 10, (하월곡동)",02-912-0100,,20180223,20,0,0,0,17,1,0,0,2,0,0,0,0,0,127.0293592,37.6068633
982,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,세바른병원,21,병원,110000,서울,110021,서초구,,6654,"서울특별시 서초구 서초중앙로 47, (서초동)",1588-3094,,20151214,11,0,0,0,11,0,0,0,0,0,0,0,0,0,127.0153417,37.4859524
997,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,솔병원,21,병원,110000,서울,110003,강서구,,7592,"서울특별시 강서구 방화대로 352, 1~4층 (방화동)",02-2064-7575,,20040624,5,1,0,0,4,0,0,0,0,0,0,0,0,0,126.8173869,37.572376
1043,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDQjJDgz,신일병원,21,병원,110000,서울,110024,강북구,,1081,"서울특별시 강북구 덕릉로 73, (수유동)",02-903-5121,,19820522,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.0218488,37.6347937
1047,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,실로암안과병원,21,병원,110000,서울,110003,강서구,,7668,"서울특별시 강서구 등촌로 181, (등촌동, 실로암안과병원)",02-2650-0700,,19860218,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.8622776,37.5460226
1048,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz,심정병원,21,병원,110000,서울,110004,관악구,,8761,"서울특별시 관악구 남부순환로 1485, 삼남빌딩 2~6층 (신림동)",1588-3330,,20150113,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.9156501,37.482352
1060,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,아이디병원,21,병원,110000,서울,110001,강남구,,6039,"서울특별시 강남구 도산대로 142, 아이디병원 B1층,1,2,3층 (논현동)",02-547-0050,,20090311,51,8,0,0,36,2,0,0,5,0,0,0,0,0,127.0241884,37.51768
1074,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,안강병원,21,병원,110000,서울,110001,강남구,,6226,"서울특별시 강남구 언주로 327, 지하1층, 2~7층 (역삼동)",02-1899-3210,,20130125,9,1,0,0,8,0,0,0,0,0,0,0,0,0,127.0449869,37.4970908
1105,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,에이치큐브병원,21,병원,110000,서울,110006,도봉구,,1401,"서울특별시 도봉구 도봉로 604, (창동)",02-900-2000,,20080131,15,0,0,0,15,0,0,0,0,0,0,0,0,0,127.0410736,37.6583201
1123,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,연세건우병원,21,병원,110000,서울,110004,관악구,,8787,"서울특별시 관악구 남부순환로 1814, 대연빌딩 3,4,8,9층 (봉천동)",1644-4630,,20140617,9,0,0,0,9,0,0,0,0,0,0,0,0,0,126.9516001,37.4810595
1127,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDIjJDgz,연세노블병원,21,병원,110000,서울,110015,은평구,,3459,"서울특별시 은평구 서오릉로 37, (녹번동)",02-384-0009,,20040324,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.9244756,37.6040714
1134,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,연세무척나은병원,21,병원,110000,서울,110023,광진구,능동,4985,"서울특별시 광진구 천호대로 568, (능동)",02-3425-8200,,20120530,8,0,0,0,8,0,0,0,0,0,0,0,0,0,127.0809144,37.5562714
1136,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,연세바른병원,21,병원,110000,서울,110008,동작구,,7013,"서울특별시 동작구 사당로 300, 2·4층일부및3  층 (사당동, 이수자이)",1544-8235,,20110307,8,0,0,0,8,0,0,0,0,0,0,0,0,0,126.9805813,37.4843925
1138,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,연세본병원,21,병원,110000,서울,110019,중랑구,,2249,"서울특별시 중랑구 면목로 310, 4,5,6,7층일부층 (면목동)",02-435-5800,,20160502,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.087993,37.5796409
1163,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,염창환병원,21,병원,110000,서울,110018,송파구,가락동,5700,"서울특별시 송파구 오금로 296, 재정빌딩 지하1층~지상5층 (가락동)",02-514-1249,,20150623,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1253937,37.5035124
1166,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDIjJDgz,영동병원,21,병원,110000,서울,110007,동대문구,장안동,2633,"서울특별시 동대문구 한천로 4, (장안동,외1필지(413-8))",02-469-0019,,20090212,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.0585634,37.5632524
1176,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDQjJDgz,예스병원,21,병원,110000,서울,110005,구로구,,8309,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 (구로동)",1577-1680,,20110909,9,0,0,0,9,0,0,0,0,0,0,0,0,0,126.8834154,37.491706
1199,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,우리들병원,21,병원,110000,서울,110001,강남구,,6068,"서울특별시 강남구 학동로 445, 우리들병원 (청담동)",02-513-8000,,20050303,29,0,0,0,29,0,0,0,0,0,0,0,0,0,127.0497016,37.5190451
1261,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,윤호병원,21,병원,110000,서울,110001,강남구,,6017,"서울특별시 강남구 압구정로 304, 윤호병원 (지하1층,지하2층,1층~4층,7층)  (신사동)",02-512-0500,,19920715,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0344243,37.5288504
1267,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE0ODEjNjEjJDEjJDQjJDgz,은평연세병원,21,병원,110000,서울,110015,은평구,,3334,"서울특별시 은평구 연서로 177, (갈현동)",02-388-8114,,20060807,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.9174726,37.6146994
1296,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,의료법인 상원의료재단 강북힘찬병원,21,병원,110000,서울,110006,도봉구,,1459,"서울특별시 도봉구 도봉로 446, 강북힘찬병원 (창동)",02-1899-2226,,20091109,13,0,0,0,13,0,0,0,0,0,0,0,0,0,127.033394,37.645661
1322,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,의료법인 우리아이들 의료재단 우리아이들병원,21,병원,110000,서울,110005,구로구,,8291,"서울특별시 구로구 새말로 15, 2~9층 (구로동, 삼전솔하임)",02-858-0100,,20130422,19,1,0,0,15,2,0,0,1,0,0,0,0,0,126.8824677,37.5021356
1323,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,의료법인 우신향병원,21,병원,110000,서울,110012,성북구,,2856,"서울특별시 성북구 안암로 99, (안암동5가)",02-926-7505,,19880329,7,0,0,0,7,0,0,0,0,0,0,0,0,0,127.0312033,37.5848585
1346,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,의료법인 청해의료재단 제일병원,21,병원,110000,서울,110021,서초구,,6664,"서울특별시 서초구 서초대로 116, (방배동)",02-586-5557,,19980326,4,0,0,0,4,0,0,0,0,0,0,0,0,0,126.995067,37.4878422
1347,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDIjJDgz,의료법인 춘혜의료재단 명지춘혜재활병원,21,병원,110000,서울,110013,영등포구,,7378,"서울특별시 영등포구 대림로 223, (대림동, 명지춘혜병원)",02-3284-7777,,20101122,10,2,0,0,6,0,0,0,0,0,0,0,2,0,126.8970446,37.5006662
1379,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjNTEjJDEjJDYjJDgz,의료법인마리아의료재단마리아병원,21,병원,110000,서울,110007,동대문구,,2586,"서울특별시 동대문구 천호대로 20, (신설동)",02-2234-6555,,20000929,11,0,0,0,11,0,0,0,0,0,0,0,0,0,127.0253291,37.5742265
1396,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz,의료법인서광의료재단 성북중앙병원,21,병원,110000,서울,110012,성북구,,2800,"서울특별시 성북구 종암로 72, (종암동)",02-919-3404,,19880115,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.0356225,37.5967616
1403,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,의료법인성석의료재단동작경희병원,21,병원,110000,서울,110008,동작구,,6959,"서울특별시 동작구 상도로 146, (상도동)",02-822-8112,,19931231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9358436,37.5025226
1439,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,의료법인제민의료재단동서병원,21,병원,110000,서울,110010,서대문구,,3726,"서울특별시 서대문구 성산로 365-14, (연희동)",02-337-1110,,20040302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,126.9302881,37.5646698
1473,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,인정병원,21,병원,110000,서울,110015,은평구,,3478,"서울특별시 은평구 응암로 164, (응암동)",02-309-0909,,19970221,10,0,0,0,8,0,0,0,0,0,0,0,0,2,126.9163519,37.5865312
1490,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,자이비뇨의학과병원,21,병원,110000,서울,110021,서초구,,6609,"서울특별시 서초구 서운로 220, 대지스포츠프라자 4층 (서초동)",02-6207-5678,,20220628,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0217872,37.5027161
1502,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE0ODEjNTEjJDEjJDIjJDgz,재단법인대성병원,21,병원,110000,서울,110010,서대문구,,3627,"서울특별시 서대문구 세무서길 20, (홍제동)",02-394-9101,,19840904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9458032,37.5889296
1504,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,재단법인베스티안재단베스티안서울병원,21,병원,110000,서울,110011,성동구,,4701,"서울특별시 성동구 왕십리로 382, (하왕십리동)",070-7609-9252,,20020419,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.0280199,37.5651103
1520,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,정동병원,21,병원,110000,서울,110008,동작구,,6919,"서울특별시 동작구 양녕로 283, (상도1동)",02-810-7900,,20031226,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.9494571,37.5049384
1526,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz,제니스병원,21,병원,110000,서울,110023,광진구,구의동,4993,"서울특별시 광진구 자양로 215, (구의동)",02-3436-8888,,20070528,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.0864991,37.5464849
1531,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,제이여성병원,21,병원,110000,서울,110010,서대문구,,3629,"서울특별시 서대문구 통일로 442, (홍제동, 제이여성병원)",02-2153-7701,,20150126,6,0,0,0,6,0,0,0,0,0,0,0,0,0,126.9449345,37.5885092
1537,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,제일정형외과병원,21,병원,110000,서울,110001,강남구,,6075,"서울특별시 강남구 영동대로 726, 경일빌딩1~12층, 14층, 지하1~2층, 지하4~5층 (청담동)",02-501-6868,,20030425,23,0,0,0,23,0,0,0,0,0,0,0,0,0,127.0561257,37.5228163
1545,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,조은마디병원,21,병원,110000,서울,110002,강동구,,5381,"서울특별시 강동구 천호대로170길 19, (성내동)",02-487-1121,,20090818,4,0,0,0,4,0,0,0,0,0,0,0,0,0,127.1332256,37.5343839
1548,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,조인트힐병원,21,병원,110000,서울,110004,관악구,,8864,"서울특별시 관악구 난곡로 215, (신림동)",02-1899-7272,,20131002,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.9175762,37.4737183
1580,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,참튼튼병원,21,병원,110000,서울,110007,동대문구,,2530,"서울특별시 동대문구 답십리로 261, (장안동)",1588-7562,,20110325,6,0,0,0,6,0,0,0,0,0,0,0,0,0,127.0693818,37.5727378
1586,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,참푸른병원,21,병원,110000,서울,110021,서초구,,6561,"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",02-6247-8800,,20190708,3,0,0,0,3,0,0,0,0,0,0,0,0,0,126.9899521,37.4930421
1597,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDgjJDgz,척편한병원,21,병원,110000,서울,110004,관악구,,8777,"서울특별시 관악구 신림로 318, 4,5층 (신림동, 청암두산위브)",02-6676-6000,,20130201,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.9302485,37.4825924
